date,United States,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-11-07,814245.0,1369.0,11660.0,5830.0,19227.0,54193.0,12411.0,9921.0,1904.0,97896.0,27418.0,6121.0,6672.0,2954.0,36928.0,9767.0,3323.0,6817.0,10387.0,12624.0,6554.0,2435.0,20804.0,12484.0,16387.0,5442.0,1690.0,18375.0,1831.0,2536.0,1933.0,3752.0,4358.0,10116.0,74122.0,23975.0,8443.0,9743.0,28622.0,3400.0,15504.0,1293.0,16022.0,63703.0,4551.0,21248.0,1094.0,10264.0,12867.0,2532.0,1455.0
2020-11-14,800039.0,1316.0,11527.0,5715.0,19002.0,53088.0,11924.0,9621.0,1884.0,97285.0,26982.0,6082.0,6553.0,2816.0,36247.0,9673.0,3290.0,6762.0,10287.0,12274.0,6461.0,2385.0,20227.0,11958.0,16150.0,5385.0,1618.0,18103.0,1778.0,2464.0,1839.0,3702.0,4304.0,9894.0,72897.0,23713.0,8333.0,9433.0,28143.0,3330.0,15291.0,1243.0,15848.0,62537.0,4370.0,20977.0,1056.0,9898.0,12485.0,2499.0,1407.0
2020-11-21,784480.0,1263.0,11405.0,5612.0,18724.0,51651.0,11481.0,9380.0,1841.0,96637.0,26468.0,6042.0,6428.0,2694.0,35379.0,9559.0,3250.0,6695.0,10201.0,11822.0,6339.0,2325.0,19606.0,11400.0,15875.0,5321.0,1558.0,17731.0,1734.0,2402.0,1776.0,3666.0,4237.0,9697.0,71525.0,23310.0,8230.0,9068.0,27561.0,3257.0,15106.0,1199.0,15632.0,61478.0,4187.0,20609.0,1018.0,9488.0,12127.0,2466.0,1374.0
2020-11-28,763750.0,1221.0,11246.0,5523.0,18176.0,49381.0,10941.0,9044.0,1797.0,95591.0,25729.0,5999.0,6251.0,2534.0,34260.0,9290.0,3171.0,6588.0,10071.0,11239.0,6162.0,2243.0,18861.0,10766.0,15484.0,5249.0,1490.0,17159.0,1695.0,2299.0,1705.0,3619.0,4186.0,9458.0,69844.0,22727.0,8136.0,8613.0,26814.0,3144.0,14850.0,1162.0,15295.0,60074.0,3964.0,20041.0,975.0,8941.0,11650.0,2423.0,1350.0
2020-12-05,746887.0,1195.0,11125.0,5449.0,17730.0,47790.0,10488.0,8731.0,1742.0,94949.0,25148.0,5973.0,6104.0,2404.0,33204.0,9049.0,3109.0,6504.0,9988.0,10688.0,5989.0,2171.0,18302.0,10212.0,15164.0,5180.0,1439.0,16663.0,1670.0,2231.0,1645.0,3585.0,4136.0,9257.0,68490.0,22169.0,8021.0,8267.0,26194.0,3046.0,14630.0,1133.0,15019.0,58931.0,3800.0,19499.0,938.0,8500.0,11290.0,2388.0,1335.0
2020-12-12,727504.0,1162.0,11014.0,5361.0,17126.0,31208.0,10027.0,8386.0,1697.0,94229.0,24461.0,5924.0,5943.0,2277.0,32027.0,8788.0,3058.0,6404.0,9885.0,10083.0,5778.0,2076.0,17735.0,9649.0,14766.0,5086.0,1382.0,16143.0,1633.0,2197.0,1585.0,3525.0,4076.0,9062.0,66887.0,21512.0,7836.0,7908.0,25408.0,2928.0,14396.0,1107.0,14662.0,57528.0,3681.0,18855.0,900.0,8025.0,10830.0,2354.0,1323.0
2020-12-19,706961.0,1120.0,10901.0,5278.0,16457.0,29730.0,9523.0,8052.0,1655.0,93295.0,23768.0,5878.0,5759.0,2166.0,30914.0,8524.0,3010.0,6320.0,9762.0,9431.0,5516.0,1976.0,17249.0,9139.0,14319.0,4997.0,1319.0,15584.0,1595.0,2178.0,1519.0,3442.0,4014.0,8849.0,65227.0,20850.0,7617.0,7577.0,24506.0,2800.0,14097.0,1072.0,14268.0,55970.0,3592.0,18083.0,873.0,7520.0,10327.0,2315.0,1308.0
2020-12-26,686625.0,1068.0,10830.0,5187.0,15758.0,41763.0,9067.0,7743.0,1594.0,92419.0,23086.0,5824.0,5591.0,2090.0,29803.0,8306.0,2998.0,6240.0,9670.0,8796.0,5220.0,1883.0,16832.0,8660.0,13849.0,4907.0,1264.0,15021.0,1553.0,2184.0,1460.0,3344.0,3938.0,8705.0,63547.0,20112.0,7394.0,7230.0,23589.0,2660.0,13807.0,1042.0,13831.0,54358.0,3592.0,17265.0,853.0,7030.0,9812.0,2275.0,1290.0
2021-01-02,663572.0,1013.0,10753.0,5105.0,14979.0,39230.0,8561.0,7426.0,1537.0,91062.0,22275.0,5744.0,5406.0,2002.0,28596.0,8097.0,2954.0,6166.0,9527.0,8133.0,4944.0,1785.0,16346.0,8165.0,13291.0,4813.0,1205.0,14436.0,1505.0,2170.0,1401.0,3233.0,3850.0,8560.0,61677.0,19374.0,7159.0,6831.0,22636.0,2496.0,13478.0,1010.0,13386.0,52403.0,3577.0,16380.0,840.0,6471.0,9265.0,2233.0,1265.0
2021-01-09,647149.0,978.0,9528.0,5058.0,14439.0,37531.0,8092.0,7174.0,1487.0,90435.0,21647.0,5666.0,5288.0,1962.0,27705.0,8007.0,2930.0,6154.0,9454.0,7603.0,4752.0,1705.0,15996.0,7819.0,12865.0,4752.0,1179.0,14053.0,1464.0,2186.0,1358.0,3142.0,3763.0,8523.0,60296.0,19032.0,6984.0,6551.0,21950.0,2376.0,12958.0,991.0,13097.0,50929.0,3628.0,15751.0,830.0,6105.0,8808.0,2212.0,1240.0
2021-01-16,635623.0,960.0,9642.0,5303.0,14181.0,35882.0,6520.0,7040.0,1477.0,50738.0,21140.0,5649.0,5249.0,1926.0,6874.0,8059.0,2952.0,6211.0,8372.0,7372.0,4687.0,1638.0,16189.0,7649.0,12896.0,4746.0,1175.0,13444.0,1452.0,2246.0,1348.0,3091.0,3735.0,8632.0,60023.0,13466.0,6914.0,6424.0,21725.0,2317.0,11284.0,1036.0,11506.0,48949.0,629.0,15548.0,834.0,6045.0,8494.0,2229.0,1239.0
2021-01-23,632720.0,949.0,9634.0,5503.0,14254.0,37714.0,6981.0,6695.0,1484.0,90384.0,21648.0,2365.0,5226.0,1908.0,6603.0,7623.0,2905.0,6168.0,7788.0,7381.0,4687.0,1608.0,14970.0,7549.0,13107.0,4784.0,1180.0,10597.0,1451.0,2174.0,1291.0,3054.0,3738.0,1449.0,59258.0,14004.0,6955.0,6460.0,21581.0,0.0,11198.0,1094.0,11485.0,50216.0,3946.0,15522.0,815.0,6122.0,8346.0,1937.0,1213.0
2021-01-30,626548.0,939.0,9496.0,5696.0,14327.0,38434.0,8365.0,6320.0,1484.0,90660.0,21637.0,2316.0,5220.0,1865.0,6906.0,7282.0,2824.0,6061.0,9526.0,7432.0,4661.0,1577.0,15524.0,7481.0,13087.0,4836.0,1178.0,10582.0,1446.0,2070.0,1249.0,3031.0,3519.0,7911.0,58613.0,18159.0,7002.0,6518.0,21421.0,2064.0,13034.0,1148.0,8344.0,50174.0,4262.0,15509.0,787.0,6275.0,8295.0,2170.0,1193.0
2021-02-06,615089.0,918.0,9268.0,5593.0,14377.0,38612.0,8096.0,5880.0,1466.0,87592.0,21549.0,2263.0,5136.0,1798.0,6819.0,5996.0,2713.0,3867.0,9474.0,7400.0,4546.0,1526.0,14304.0,7357.0,12754.0,4874.0,1159.0,13940.0,1444.0,1934.0,1191.0,3005.0,3695.0,1366.0,57545.0,16351.0,7092.0,5859.0,21006.0,1912.0,12661.0,1184.0,8389.0,50293.0,4123.0,15254.0,755.0,6304.0,8307.0,1890.0,1166.0
2021-02-13,600912.0,890.0,8471.0,5714.0,14247.0,37965.0,8584.0,4022.0,1431.0,39215.0,20920.0,1347.0,4996.0,1749.0,29469.0,5216.0,1673.0,3767.0,9345.0,7262.0,4403.0,1473.0,13425.0,7108.0,8989.0,4851.0,1121.0,14263.0,1415.0,1728.0,1110.0,2966.0,3508.0,1319.0,56385.0,9640.0,7096.0,6159.0,20388.0,0.0,6240.0,1163.0,8030.0,49583.0,3728.0,14282.0,704.0,6096.0,8342.0,1846.0,935.0
2021-02-20,581054.0,876.0,8431.0,5566.0,14051.0,37593.0,9068.0,5199.0,1385.0,77013.0,20292.0,2089.0,4337.0,1756.0,27280.0,5659.0,2416.0,5327.0,9169.0,7137.0,4255.0,1415.0,13654.0,6976.0,10966.0,4785.0,1108.0,13821.0,1378.0,1668.0,1089.0,2943.0,3560.0,6409.0,55447.0,14750.0,7043.0,5509.0,19820.0,1621.0,11596.0,1138.0,7621.0,47977.0,3672.0,14416.0,682.0,5987.0,8400.0,2026.0,1093.0
2021-02-27,567005.0,858.0,9072.0,5477.0,13909.0,37315.0,8772.0,5080.0,1351.0,73788.0,19743.0,4152.0,4902.0,1139.0,26582.0,5694.0,2343.0,5178.0,9144.0,7083.0,4154.0,1375.0,13288.0,6879.0,6255.0,4732.0,1108.0,13334.0,1345.0,1637.0,1072.0,2943.0,3499.0,6210.0,54549.0,14204.0,7108.0,5383.0,19301.0,1542.0,11120.0,1120.0,8010.0,47099.0,3649.0,14173.0,668.0,5960.0,8476.0,2017.0,1075.0
2021-03-06,557747.0,844.0,8936.0,5388.0,13748.0,37412.0,8410.0,5010.0,1334.0,73819.0,19285.0,4039.0,4919.0,1199.0,26142.0,5594.0,2294.0,5089.0,9172.0,7177.0,4178.0,1356.0,13042.0,6888.0,10070.0,4676.0,1137.0,13234.0,1327.0,1636.0,1061.0,2987.0,3426.0,6050.0,54210.0,13235.0,6859.0,5904.0,19130.0,1506.0,10734.0,1126.0,9941.0,46204.0,3765.0,14281.0,651.0,6035.0,8616.0,2019.0,1057.0
2021-03-13,552550.0,836.0,8874.0,5350.0,13627.0,37559.0,8241.0,5081.0,1294.0,72712.0,19004.0,3945.0,4996.0,1293.0,25912.0,5578.0,2291.0,5070.0,9273.0,7352.0,4223.0,1339.0,12866.0,6987.0,10039.0,4653.0,1190.0,13267.0,1329.0,1657.0,1064.0,2949.0,3344.0,5935.0,53467.0,13747.0,6650.0,6072.0,19109.0,1517.0,10486.0,1143.0,9889.0,45779.0,3781.0,14647.0,643.0,6268.0,8780.0,2023.0,1048.0
2021-03-20,554943.0,841.0,8859.0,5416.0,13647.0,37992.0,8240.0,5164.0,1289.0,70870.0,19035.0,3865.0,5078.0,2144.0,26046.0,5674.0,2322.0,5139.0,9506.0,7624.0,4338.0,1339.0,12947.0,7188.0,10167.0,4671.0,1217.0,13340.0,1369.0,1718.0,1088.0,2928.0,3334.0,5886.0,54086.0,13853.0,6504.0,6276.0,19363.0,1569.0,10302.0,1181.0,10002.0,46767.0,3818.0,15292.0,638.0,6573.0,9028.0,2033.0,1036.0
2021-03-27,556773.0,847.0,8816.0,5427.0,13282.0,38506.0,8371.0,5247.0,1289.0,68284.0,19114.0,3777.0,5171.0,2341.0,26178.0,5732.0,2345.0,5172.0,6812.0,7918.0,4443.0,1344.0,13120.0,7425.0,10324.0,4666.0,1248.0,13451.0,1428.0,1775.0,1105.0,2867.0,3332.0,5835.0,54745.0,13997.0,6252.0,6363.0,19696.0,1623.0,10091.0,1223.0,10028.0,47329.0,3831.0,16001.0,628.0,6815.0,9342.0,2051.0,1026.0
2021-04-03,555381.0,857.0,8737.0,5451.0,13818.0,38710.0,8426.0,5340.0,1284.0,67314.0,19214.0,3719.0,5229.0,2210.0,26111.0,5704.0,2366.0,5147.0,9194.0,8010.0,4494.0,1350.0,13162.0,7560.0,10335.0,4644.0,1265.0,13392.0,1489.0,1789.0,1134.0,2767.0,3316.0,5775.0,55158.0,13896.0,6273.0,6397.0,19830.0,1627.0,9859.0,1247.0,9942.0,47324.0,3834.0,16641.0,624.0,6957.0,9652.0,2066.0,1010.0
2021-04-10,554705.0,876.0,8737.0,5468.0,13932.0,38783.0,8636.0,5391.0,1301.0,65293.0,19235.0,3663.0,5218.0,1871.0,26148.0,5660.0,2364.0,5140.0,8929.0,8182.0,4568.0,1372.0,13289.0,7749.0,10337.0,4591.0,1267.0,13493.0,1549.0,1833.0,1167.0,2762.0,3291.0,5746.0,55622.0,13823.0,6289.0,6466.0,19984.0,1631.0,9584.0,1285.0,9904.0,47267.0,3828.0,16952.0,625.0,7022.0,10022.0,2074.0,1002.0
2021-04-17,557659.0,894.0,8760.0,5498.0,14116.0,39150.0,8842.0,5479.0,1307.0,64442.0,18665.0,3639.0,5181.0,2029.0,26345.0,5720.0,2358.0,5145.0,6719.0,8433.0,4697.0,1391.0,13443.0,7960.0,10527.0,4547.0,1306.0,13762.0,1160.0,1885.0,1200.0,2775.0,3291.0,5764.0,56162.0,13915.0,6335.0,6617.0,20318.0,1640.0,9414.0,1307.0,10028.0,46631.0,3916.0,17310.0,633.0,7184.0,10439.0,2085.0,1012.0
2021-04-24,561094.0,921.0,8755.0,5539.0,14249.0,39388.0,8909.0,5596.0,1303.0,64357.0,19539.0,3601.0,5129.0,2058.0,26606.0,5809.0,2368.0,5157.0,8572.0,8579.0,4845.0,1407.0,13605.0,8168.0,10654.0,4507.0,1346.0,14007.0,1178.0,1937.0,1231.0,2820.0,3321.0,5775.0,56895.0,14017.0,6356.0,6770.0,20716.0,1654.0,9254.0,1339.0,10169.0,47414.0,3944.0,17600.0,652.0,7377.0,10853.0,2097.0,1017.0
2021-05-01,567637.0,953.0,8751.0,5583.0,14408.0,39730.0,9085.0,5777.0,1303.0,64001.0,19636.0,3542.0,4306.0,2162.0,27074.0,5917.0,2366.0,5161.0,8561.0,8936.0,5015.0,1443.0,13930.0,8476.0,10873.0,4478.0,1386.0,14384.0,1564.0,1999.0,1259.0,2882.0,3381.0,5784.0,58019.0,14297.0,6351.0,6920.0,21277.0,1733.0,9138.0,1377.0,10400.0,47196.0,4102.0,17869.0,671.0,7584.0,11335.0,2114.0,1040.0
2021-05-08,573314.0,988.0,8650.0,5648.0,14530.0,40106.0,9219.0,5886.0,1297.0,63486.0,19687.0,3470.0,4847.0,2243.0,27432.0,6098.0,2387.0,5164.0,8547.0,9108.0,5162.0,1508.0,14276.0,8732.0,11071.0,4474.0,1435.0,14603.0,1537.0,2040.0,1290.0,2929.0,3439.0,5757.0,59022.0,14594.0,6371.0,7059.0,21735.0,1826.0,9056.0,1416.0,10597.0,47500.0,4221.0,18309.0,687.0,7871.0,11752.0,2130.0,1061.0
2021-05-15,577730.0,1028.0,8559.0,5739.0,14593.0,40280.0,9336.0,6020.0,1300.0,62723.0,19304.0,3366.0,4313.0,2301.0,27844.0,6208.0,2431.0,5173.0,8520.0,9197.0,5288.0,1610.0,14705.0,9002.0,11197.0,4463.0,1480.0,14728.0,1520.0,2077.0,1338.0,2972.0,3501.0,5704.0,59844.0,14854.0,6397.0,7208.0,22123.0,1944.0,8911.0,1438.0,10746.0,48360.0,4303.0,18649.0,703.0,8109.0,12192.0,2152.0,1071.0
2021-05-22,587568.0,1072.0,8550.0,5887.0,14740.0,40872.0,9626.0,6216.0,1330.0,62665.0,19876.0,3308.0,4352.0,2391.0,28514.0,6432.0,2487.0,5185.0,8461.0,9530.0,5426.0,1763.0,15243.0,9348.0,11447.0,4480.0,1517.0,14991.0,1563.0,2124.0,1422.0,2987.0,3570.0,5732.0,60983.0,15249.0,6515.0,7504.0,22715.0,2122.0,8876.0,1460.0,11008.0,48705.0,4473.0,19226.0,711.0,8448.0,12529.0,2182.0,1099.0
2021-05-29,594098.0,1109.0,8542.0,6087.0,14793.0,41302.0,9771.0,6343.0,1357.0,62260.0,20071.0,3244.0,4731.0,2481.0,28943.0,6597.0,2529.0,5258.0,8422.0,9549.0,5531.0,1958.0,15728.0,9522.0,11576.0,4495.0,1557.0,15172.0,1602.0,2169.0,1484.0,2979.0,3613.0,5783.0,61746.0,15529.0,6577.0,7730.0,22921.0,2271.0,8738.0,1469.0,11243.0,49843.0,4522.0,19506.0,730.0,8645.0,13103.0,2169.0,1127.0
2021-06-05,601679.0,1160.0,8565.0,6326.0,14815.0,41780.0,9978.0,6505.0,1376.0,61977.0,20339.0,3188.0,4777.0,2599.0,29460.0,6761.0,2584.0,5311.0,8378.0,9671.0,5634.0,2180.0,16188.0,9743.0,11780.0,4513.0,1601.0,15246.0,1648.0,2238.0,1540.0,2980.0,3644.0,5852.0,62608.0,15848.0,6639.0,7952.0,23617.0,2250.0,8650.0,1479.0,11465.0,50205.0,4608.0,19791.0,747.0,8792.0,13767.0,2159.0,1161.0
2021-06-12,613718.0,1198.0,8692.0,6598.0,14943.0,42561.0,10395.0,6722.0,1401.0,62310.0,20781.0,3163.0,4869.0,2751.0,30137.0,7028.0,2661.0,5404.0,8420.0,9992.0,5767.0,2433.0,16775.0,10092.0,12107.0,4568.0,1685.0,15620.0,1667.0,2305.0,1616.0,2982.0,3730.0,5964.0,63744.0,16324.0,6752.0,8212.0,24238.0,2206.0,8662.0,1485.0,11768.0,50848.0,4760.0,20188.0,770.0,9028.0,14273.0,2146.0,1211.0
2021-06-19,623271.0,1235.0,8828.0,6650.0,15085.0,43168.0,10746.0,7069.0,1414.0,62080.0,21204.0,3130.0,4967.0,2877.0,30709.0,7271.0,2743.0,5528.0,8497.0,10158.0,5887.0,728.0,17322.0,10423.0,12385.0,4622.0,1776.0,16086.0,1687.0,2359.0,1667.0,3025.0,3811.0,6057.0,64554.0,16797.0,6864.0,8365.0,24740.0,2116.0,8646.0,1517.0,12027.0,51847.0,4916.0,20400.0,791.0,9109.0,15148.0,1847.0,1259.0
2021-06-26,638319.0,1277.0,9043.0,6700.0,15327.0,44081.0,11296.0,7275.0,1438.0,62669.0,21734.0,3122.0,5133.0,3022.0,31573.0,7550.0,2857.0,5696.0,8616.0,10614.0,6053.0,2335.0,18010.0,10978.0,12910.0,4696.0,1887.0,16589.0,1705.0,2426.0,1754.0,3083.0,3913.0,6167.0,65606.0,17309.0,7106.0,8636.0,25407.0,2049.0,8792.0,1547.0,12395.0,53235.0,5131.0,20969.0,813.0,9446.0,15502.0,1854.0,1307.0
2021-07-03,650770.0,1309.0,9271.0,6710.0,15604.0,44752.0,11617.0,7416.0,1482.0,63305.0,22254.0,3117.0,5256.0,3140.0,32258.0,7811.0,2953.0,5875.0,8753.0,10673.0,6179.0,2202.0,18544.0,11240.0,13300.0,4785.0,1965.0,17076.0,1710.0,2457.0,1817.0,3145.0,4040.0,6313.0,66188.0,17933.0,7365.0,8786.0,26028.0,2091.0,8958.0,1558.0,12792.0,54684.0,5283.0,21341.0,835.0,9518.0,15675.0,2158.0,1351.0
2021-07-10,659315.0,1354.0,9421.0,6694.0,15781.0,45185.0,11828.0,7512.0,1513.0,63508.0,22645.0,3078.0,5342.0,3253.0,32782.0,8019.0,3051.0,6038.0,8869.0,10491.0,6273.0,2018.0,19075.0,11277.0,13646.0,4863.0,2011.0,17379.0,1733.0,2488.0,1836.0,3200.0,4101.0,6419.0,66436.0,18339.0,7574.0,8896.0,26473.0,2122.0,9073.0,1582.0,13186.0,55912.0,5383.0,21560.0,841.0,9504.0,15912.0,2184.0,1382.0
2021-07-17,672596.0,1408.0,9665.0,6915.0,16020.0,46122.0,12170.0,7443.0,1546.0,64406.0,22787.0,3052.0,5441.0,3415.0,33501.0,8382.0,2734.0,6240.0,9028.0,10485.0,6426.0,2096.0,19825.0,11571.0,14137.0,4919.0,2081.0,17791.0,1750.0,2574.0,1882.0,3263.0,4185.0,6599.0,66835.0,18961.0,7825.0,9103.0,27059.0,2189.0,9287.0,1663.0,13634.0,57241.0,5530.0,22051.0,854.0,9812.0,16193.0,2212.0,1408.0
2021-07-24,684644.0,1460.0,9903.0,7080.0,16257.0,47070.0,12395.0,7539.0,1571.0,65494.0,22913.0,3024.0,5499.0,3578.0,34162.0,8632.0,2803.0,6407.0,9186.0,10404.0,6576.0,2155.0,20576.0,11733.0,14502.0,4964.0,2128.0,18142.0,1777.0,2662.0,1909.0,3332.0,4258.0,6802.0,67141.0,19924.0,8054.0,9305.0,27550.0,2241.0,9463.0,1694.0,14032.0,58607.0,5627.0,22385.0,859.0,9988.0,16395.0,2233.0,1438.0
2021-07-31,698251.0,1497.0,10174.0,7235.0,16501.0,48110.0,12755.0,7670.0,1577.0,66385.0,23052.0,2995.0,5614.0,3758.0,34960.0,8920.0,2863.0,6599.0,9318.0,10627.0,6757.0,2214.0,21253.0,12116.0,14914.0,5013.0,2191.0,18499.0,1807.0,2764.0,1952.0,3406.0,4323.0,6986.0,67630.0,20650.0,8285.0,9591.0,28123.0,2310.0,9624.0,1741.0,14413.0,59949.0,5766.0,22818.0,857.0,10361.0,16582.0,2253.0,1469.0
2021-08-07,711237.0,1531.0,10467.0,7374.0,16743.0,49034.0,13027.0,7767.0,1587.0,67430.0,23161.0,2977.0,5757.0,3929.0,35671.0,9209.0,3357.0,6777.0,9461.0,10868.0,6942.0,2269.0,21981.0,12443.0,15199.0,5055.0,2246.0,18888.0,1827.0,2848.0,2009.0,3482.0,4397.0,7243.0,68048.0,21393.0,8528.0,9843.0,28678.0,2387.0,9801.0,1768.0,14729.0,61326.0,5930.0,23230.0,858.0,10599.0,16688.0,2267.0,1506.0
2021-08-14,718909.0,1549.0,10671.0,7489.0,16914.0,49408.0,13119.0,7821.0,1591.0,68100.0,23444.0,2957.0,5864.0,4057.0,36109.0,9351.0,3340.0,6920.0,9549.0,10935.0,7088.0,2312.0,22425.0,12661.0,15358.0,5125.0,2286.0,19116.0,1841.0,2876.0,2029.0,3518.0,4433.0,7429.0,68282.0,21883.0,8691.0,9988.0,28974.0,2424.0,9900.0,1776.0,14967.0,62388.0,6009.0,23268.0,848.0,10569.0,16668.0,2281.0,1534.0
2021-08-21,723752.0,1563.0,10801.0,7589.0,17071.0,49648.0,13196.0,7830.0,1598.0,68462.0,23608.0,2940.0,5954.0,4190.0,36365.0,9456.0,3281.0,7044.0,9598.0,10957.0,7201.0,2343.0,23389.0,12795.0,15451.0,5197.0,2324.0,19355.0,1842.0,2882.0,2032.0,3536.0,4460.0,7575.0,68120.0,22330.0,8795.0,10066.0,29240.0,2459.0,9992.0,1764.0,15089.0,63009.0,6099.0,23214.0,843.0,10573.0,16632.0,2300.0,1541.0
2021-08-28,727928.0,1574.0,10866.0,7694.0,17252.0,49913.0,13323.0,7801.0,1613.0,68915.0,23792.0,2934.0,6020.0,4299.0,36487.0,9568.0,3282.0,7157.0,9632.0,10958.0,7294.0,2366.0,23767.0,12908.0,15555.0,5255.0,2359.0,19595.0,1847.0,2882.0,2029.0,3538.0,4516.0,7705.0,67873.0,22622.0,8882.0,10179.0,28974.0,2500.0,10065.0,1758.0,15200.0,63405.0,6216.0,23175.0,835.0,10631.0,16673.0,2305.0,1545.0
2021-09-04,728753.0,1567.0,10889.0,7778.0,17405.0,49922.0,13284.0,7739.0,1651.0,69187.0,23966.0,2944.0,6057.0,4431.0,36416.0,9614.0,3285.0,7240.0,9499.0,10796.0,7296.0,2365.0,24024.0,12875.0,15646.0,5264.0,2376.0,19772.0,1846.0,2860.0,2001.0,3530.0,4540.0,7813.0,67283.0,22748.0,8904.0,10273.0,28966.0,2501.0,10157.0,1748.0,15291.0,63446.0,6287.0,22997.0,835.0,10599.0,16724.0,2312.0,1548.0
2021-09-11,726228.0,1557.0,10838.0,7798.0,17510.0,49709.0,11825.0,7643.0,1662.0,68928.0,23933.0,2952.0,6071.0,4540.0,36224.0,9654.0,3282.0,7309.0,9373.0,10800.0,7248.0,2355.0,24140.0,12871.0,15605.0,5248.0,2359.0,19820.0,1840.0,2860.0,1962.0,3522.0,4561.0,7904.0,66450.0,22740.0,8849.0,10345.0,28821.0,2498.0,10172.0,1734.0,15288.0,63110.0,6335.0,22902.0,831.0,10557.0,16709.0,2313.0,1534.0
2021-09-18,726533.0,1523.0,10807.0,7846.0,17653.0,49716.0,12556.0,7589.0,1673.0,68954.0,23976.0,2969.0,6106.0,4614.0,36232.0,9724.0,3294.0,7399.0,9267.0,11037.0,7210.0,2330.0,24237.0,12957.0,15673.0,5240.0,2344.0,19870.0,1830.0,2887.0,1939.0,3515.0,4575.0,7985.0,66201.0,22734.0,8826.0,10458.0,28743.0,2494.0,10206.0,1725.0,15418.0,62735.0,6392.0,23009.0,816.0,10639.0,16764.0,2315.0,1524.0
2021-09-25,724118.0,1485.0,10751.0,7816.0,17704.0,49706.0,11315.0,7524.0,1679.0,68693.0,23801.0,3013.0,6115.0,4666.0,36142.0,9692.0,3309.0,7418.0,9149.0,11254.0,7129.0,2310.0,24139.0,12993.0,15680.0,5234.0,2298.0,19807.0,1816.0,2898.0,1913.0,3503.0,4529.0,8031.0,66002.0,22670.0,8734.0,10497.0,28800.0,2490.0,10133.0,1709.0,15464.0,62228.0,6380.0,22986.0,803.0,10676.0,16767.0,2315.0,1493.0
2021-10-02,722234.0,1444.0,10685.0,7772.0,17805.0,48142.0,11078.0,7468.0,1659.0,68451.0,23560.0,3036.0,6119.0,4638.0,36101.0,9707.0,3324.0,6955.0,9139.0,11610.0,7078.0,2286.0,23970.0,13106.0,15645.0,5244.0,2248.0,19781.0,1799.0,2900.0,1870.0,3490.0,4481.0,8033.0,65995.0,22632.0,8664.0,10499.0,28948.0,2503.0,10025.0,1693.0,15542.0,61633.0,6333.0,23043.0,781.0,10766.0,16803.0,2307.0,1449.0
2021-10-09,719753.0,1392.0,10614.0,7708.0,17902.0,49300.0,11605.0,7418.0,1657.0,68463.0,23330.0,3075.0,6121.0,4612.0,36033.0,9732.0,3319.0,6977.0,9055.0,11684.0,7037.0,2225.0,23770.0,13067.0,15627.0,5285.0,2198.0,19839.0,1778.0,2910.0,1812.0,3477.0,4425.0,8048.0,66017.0,22718.0,8658.0,10467.0,28915.0,2516.0,9913.0,1674.0,15645.0,61045.0,6292.0,22933.0,754.0,10721.0,16714.0,2305.0,1418.0
2021-10-16,712899.0,1350.0,10506.0,7648.0,17968.0,48726.0,11378.0,7320.0,1639.0,68115.0,23034.0,3099.0,6162.0,4552.0,35613.0,9684.0,3267.0,7699.0,8922.0,11529.0,6968.0,2170.0,23504.0,12895.0,15469.0,3453.0,2129.0,19807.0,1750.0,2890.0,1739.0,3446.0,4357.0,8023.0,65593.0,22669.0,8619.0,10366.0,28684.0,2494.0,9768.0,1653.0,15486.0,60445.0,6205.0,22592.0,728.0,10459.0,16526.0,2292.0,1377.0
2021-10-23,706314.0,1295.0,10438.0,7629.0,18101.0,48012.0,11149.0,7219.0,1622.0,67868.0,22958.0,3102.0,6189.0,4478.0,35221.0,9684.0,3206.0,7688.0,8804.0,11369.0,6913.0,2105.0,23241.0,12694.0,15320.0,3430.0,2073.0,19846.0,1720.0,2867.0,1659.0,3394.0,4306.0,8029.0,65095.0,22625.0,8615.0,10212.0,28410.0,2467.0,9695.0,1620.0,15317.0,59898.0,6130.0,22280.0,699.0,10148.0,16265.0,2273.0,1348.0
2021-10-30,695787.0,1234.0,10344.0,7590.0,18162.0,47134.0,10832.0,7014.0,1601.0,67293.0,22809.0,3103.0,6170.0,4359.0,34606.0,9612.0,3119.0,7424.0,8242.0,11050.0,6820.0,2033.0,22820.0,12405.0,15107.0,3426.0,2009.0,19706.0,1691.0,2843.0,1581.0,3315.0,4246.0,7930.0,64344.0,22421.0,8547.0,9955.0,28023.0,2417.0,9569.0,1586.0,14968.0,59322.0,6016.0,21759.0,669.0,9762.0,15898.0,2251.0,1310.0
2021-11-06,683794.0,1173.0,10254.0,7533.0,18139.0,46208.0,10479.0,6785.0,1578.0,66608.0,22697.0,3089.0,6113.0,4188.0,33844.0,9477.0,3047.0,7334.0,8136.0,10730.0,6699.0,1969.0,22509.0,12041.0,14846.0,3393.0,1940.0,19510.0,1658.0,2796.0,1515.0,3241.0,4175.0,7815.0,63379.0,22112.0,8435.0,9639.0,27474.0,2362.0,9460.0,1538.0,14535.0,58689.0,5860.0,21133.0,646.0,9391.0,15509.0,2223.0,1267.0
